REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
GLOBAL,PWRHYDECUXX,S2D2,2024,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2025,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2026,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2027,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2028,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2029,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2030,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2031,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2032,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2033,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2034,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2035,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2036,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2037,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2038,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2039,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2040,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2041,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2042,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2043,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2044,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2045,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2046,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2047,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2048,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2049,0.6157
GLOBAL,PWRHYDECUXX,S2D2,2050,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2023,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2024,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2025,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2026,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2027,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2028,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2029,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2030,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2031,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2032,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2033,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2034,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2035,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2036,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2037,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2038,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2039,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2040,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2041,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2042,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2043,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2044,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2045,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2046,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2047,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2048,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2049,0.6157
GLOBAL,PWRHYDECUXX,S2D3,2050,0.6157
GLOBAL,PWRHYDECUXX,S3D1,2023,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2024,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2025,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2026,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2027,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2028,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2029,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2030,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2031,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2032,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2033,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2034,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2035,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2036,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2037,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2038,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2039,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2040,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2041,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2042,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2043,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2044,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2045,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2046,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2047,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2048,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2049,0.3125
GLOBAL,PWRHYDECUXX,S3D1,2050,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2023,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2024,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2025,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2026,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2027,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2028,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2029,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2030,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2031,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2032,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2033,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2034,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2035,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2036,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2037,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2038,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2039,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2040,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2041,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2042,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2043,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2044,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2045,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2046,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2047,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2048,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2049,0.3125
GLOBAL,PWRHYDECUXX,S3D2,2050,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2023,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2024,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2025,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2026,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2027,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2028,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2029,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2030,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2031,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2032,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2033,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2034,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2035,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2036,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2037,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2038,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2039,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2040,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2041,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2042,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2043,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2044,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2045,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2046,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2047,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2048,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2049,0.3125
GLOBAL,PWRHYDECUXX,S3D3,2050,0.3125
GLOBAL,PWRHYDECUXX,S4D1,2023,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2024,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2025,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2026,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2027,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2028,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2029,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2030,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2031,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2032,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2033,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2034,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2035,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2036,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2037,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2038,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2039,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2040,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2041,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2042,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2043,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2044,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2045,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2046,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2047,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2048,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2049,0.6031
GLOBAL,PWRHYDECUXX,S4D1,2050,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2023,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2024,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2025,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2026,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2027,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2028,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2029,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2030,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2031,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2032,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2033,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2034,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2035,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2036,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2037,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2038,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2039,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2040,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2041,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2042,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2043,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2044,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2045,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2046,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2047,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2048,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2049,0.6031
GLOBAL,PWRHYDECUXX,S4D2,2050,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2023,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2024,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2025,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2026,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2027,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2028,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2029,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2030,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2031,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2032,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2033,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2034,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2035,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2036,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2037,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2038,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2039,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2040,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2041,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2042,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2043,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2044,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2045,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2046,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2047,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2048,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2049,0.6031
GLOBAL,PWRHYDECUXX,S4D3,2050,0.6031
GLOBAL,PWRHYDGTMXX,S1D1,2023,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2024,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2025,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2026,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2027,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2028,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2029,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2030,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2031,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2032,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2033,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2034,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2035,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2036,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2037,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2038,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2039,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2040,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2041,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2042,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2043,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2044,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2045,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2046,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2047,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2048,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2049,0.191
GLOBAL,PWRHYDGTMXX,S1D1,2050,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2023,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2024,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2025,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2026,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2027,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2028,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2029,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2030,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2031,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2032,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2033,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2034,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2035,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2036,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2037,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2038,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2039,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2040,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2041,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2042,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2043,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2044,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2045,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2046,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2047,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2048,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2049,0.191
GLOBAL,PWRHYDGTMXX,S1D2,2050,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2023,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2024,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2025,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2026,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2027,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2028,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2029,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2030,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2031,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2032,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2033,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2034,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2035,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2036,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2037,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2038,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2039,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2040,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2041,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2042,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2043,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2044,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2045,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2046,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2047,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2048,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2049,0.191
GLOBAL,PWRHYDGTMXX,S1D3,2050,0.191
GLOBAL,PWRHYDGTMXX,S2D1,2023,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2024,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2025,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2026,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2027,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2028,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2029,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2030,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2031,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2032,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2033,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2034,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2035,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2036,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2037,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2038,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2039,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2040,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2041,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2042,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2043,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2044,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2045,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2046,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2047,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2048,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2049,0.4505
GLOBAL,PWRHYDGTMXX,S2D1,2050,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2023,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2024,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2025,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2026,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2027,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2028,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2029,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2030,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2031,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2032,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2033,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2034,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2035,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2036,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2037,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2038,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2039,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2040,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2041,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2042,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2043,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2044,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2045,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2046,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2047,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2048,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2049,0.4505
GLOBAL,PWRHYDGTMXX,S2D2,2050,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2023,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2024,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2025,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2026,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2027,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2028,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2029,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2030,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2031,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2032,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2033,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2034,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2035,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2036,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2037,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2038,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2039,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2040,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2041,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2042,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2043,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2044,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2045,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2046,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2047,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2048,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2049,0.4505
GLOBAL,PWRHYDGTMXX,S2D3,2050,0.4505
GLOBAL,PWRHYDGTMXX,S3D1,2023,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2024,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2025,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2026,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2027,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2028,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2029,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2030,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2031,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2032,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2033,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2034,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2035,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2036,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2037,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2038,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2039,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2040,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2041,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2042,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2043,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2044,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2045,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2046,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2047,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2048,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2049,0.7916
GLOBAL,PWRHYDGTMXX,S3D1,2050,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2023,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2024,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2025,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2026,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2027,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2028,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2029,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2030,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2031,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2032,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2033,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2034,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2035,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2036,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2037,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2038,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2039,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2040,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2041,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2042,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2043,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2044,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2045,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2046,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2047,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2048,0.7916
GLOBAL,PWRHYDGTMXX,S3D2,2049,0.7916
